Date,Transaction_ID,Product_Category,Revenue,Units_Sold
2021-01-02,TRX_304366,Home & Garden,8.96,1
2021-01-02,TRX_760902,Home & Garden,6.7,1
2021-01-02,TRX_421497,Electronics,1.77,1
2021-01-02,TRX_200689,Electronics,50.84,4
2021-01-02,TRX_403568,Electronics,0.28,1
2021-01-02,TRX_235870,Clothing,18.58,1
2021-01-02,TRX_391444,Clothing,20.35,1
2021-01-02,TRX_399631,Home & Garden,3.88,1
2021-01-02,TRX_769416,Home & Garden,15.48,1
2021-01-02,TRX_356553,Toys,1.36,1
2021-01-02,TRX_153352,Electronics,4.13,1
2021-01-02,TRX_976968,Home & Garden,21.56,1
2021-01-02,TRX_237244,Electronics,27.81,1
2021-01-02,TRX_652959,Sports,13.04,1
2021-01-02,TRX_489878,Home & Garden,9.83,1
2021-01-02,TRX_937831,Electronics,2.41,1
2021-01-02,TRX_873974,Clothing,0.91,1
2021-01-02,TRX_654399,Sports,1.74,1
2021-01-02,TRX_825836,Electronics,3.59,1
2021-01-02,TRX_529440,Electronics,5.81,1
2021-01-02,TRX_725303,Electronics,6.67,1
2021-01-02,TRX_718727,Clothing,5.91,1
2021-01-02,TRX_503082,Sports,3.8,1
2021-01-02,TRX_749714,Electronics,9.91,1
2021-01-03,TRX_507507,Electronics,1.99,1
2021-01-03,TRX_985421,Electronics,20.79,1
2021-01-03,TRX_392985,Toys,27.83,1
2021-01-03,TRX_438416,Electronics,5.93,1
2021-01-03,TRX_462644,Toys,0.41,1
2021-01-03,TRX_966183,Home & Garden,1.65,1
2021-01-03,TRX_850230,Home & Garden,66.19,3
2021-01-03,TRX_551157,Toys,6.74,1
2021-01-03,TRX_123387,Electronics,28.23,1
2021-01-03,TRX_688316,Home & Garden,18.87,1
2021-01-03,TRX_279761,Electronics,9.26,1
2021-01-03,TRX_644855,Clothing,4.43,1
2021-01-03,TRX_651332,Home & Garden,2.49,1
2021-01-03,TRX_895326,Electronics,18.38,1
2021-01-03,TRX_129725,Sports,28.69,1
2021-01-03,TRX_680735,Clothing,19.88,1
2021-01-03,TRX_877401,Electronics,14.55,1
2021-01-03,TRX_715684,Sports,0.83,1
2021-01-03,TRX_556162,Clothing,66.57,1
2021-01-03,TRX_865418,Clothing,30.87,1
2021-01-03,TRX_860109,Home & Garden,6.67,1
2021-01-03,TRX_787016,Clothing,75.3,2
2021-01-03,TRX_540917,Toys,17.73,1
2021-01-03,TRX_791211,Home & Garden,16.82,1
2021-01-03,TRX_382017,Toys,26.55,1
2021-01-03,TRX_792111,Electronics,32.16,1
2021-01-03,TRX_898519,Clothing,20.57,1
2021-01-03,TRX_623886,Clothing,2.64,1
2021-01-03,TRX_999607,Electronics,7.95,1
2021-01-03,TRX_959877,Clothing,50.68,1
2021-01-03,TRX_290868,Electronics,4.9,1
2021-01-03,TRX_816987,Toys,8.96,1
2021-01-03,TRX_389910,Sports,10.89,1
2021-01-03,TRX_169122,Electronics,11.14,1
2021-01-03,TRX_981718,Home & Garden,18.28,1
2021-01-03,TRX_209079,Home & Garden,55.19,1
2021-01-04,TRX_686712,Sports,7.84,1
2021-01-04,TRX_829963,Electronics,0.91,1
2021-01-04,TRX_465446,Electronics,0.69,1
2021-01-04,TRX_248087,Sports,4.62,1
2021-01-04,TRX_855678,Clothing,17.47,1
2021-01-04,TRX_875723,Electronics,13.98,1
2021-01-04,TRX_589066,Electronics,17.67,1
2021-01-04,TRX_466008,Clothing,8.28,1
2021-01-04,TRX_654970,Clothing,6.6,1
2021-01-04,TRX_507505,Home & Garden,1.81,1
2021-01-04,TRX_351351,Home & Garden,4.52,1
2021-01-04,TRX_150601,Toys,6.47,1
2021-01-04,TRX_778029,Home & Garden,1.05,1
2021-01-04,TRX_883441,Electronics,2.83,1
2021-01-04,TRX_222788,Home & Garden,10.37,1
2021-01-04,TRX_450040,Sports,15.13,1
2021-01-04,TRX_761948,Electronics,72.82,4
2021-01-04,TRX_191006,Electronics,30.75,1
2021-01-04,TRX_905878,Clothing,11.7,1
2021-01-04,TRX_592092,Sports,6.22,1
2021-01-04,TRX_277832,Toys,11.49,1
2021-01-04,TRX_560385,Electronics,17.51,1
2021-01-04,TRX_431328,Clothing,1.43,1
2021-01-04,TRX_638645,Toys,6.0,1
2021-01-04,TRX_689921,Sports,20.82,1
2021-01-04,TRX_169286,Clothing,5.5,1
2021-01-04,TRX_321095,Electronics,9.64,1
2021-01-04,TRX_248066,Electronics,10.07,1
2021-01-04,TRX_924255,Clothing,2.32,1
2021-01-04,TRX_830265,Clothing,5.11,1
2021-01-04,TRX_524149,Electronics,4.63,1
2021-01-04,TRX_982766,Sports,0.3,1
2021-01-04,TRX_214586,Sports,0.28,1
2021-01-04,TRX_271033,Home & Garden,20.26,1
2021-01-04,TRX_777623,Clothing,3.63,1
2021-01-04,TRX_647936,Clothing,8.3,1
2021-01-04,TRX_557382,Home & Garden,4.03,1
2021-01-04,TRX_310097,Electronics,32.11,1
2021-01-04,TRX_326058,Electronics,3.41,1
2021-01-04,TRX_222775,Clothing,6.38,1
2021-01-04,TRX_419972,Home & Garden,23.43,1
2021-01-04,TRX_271918,Sports,20.97,1
2021-01-04,TRX_500187,Home & Garden,2.34,1
2021-01-04,TRX_577958,Home & Garden,18.45,1
2021-01-04,TRX_310545,Electronics,6.97,1
2021-01-04,TRX_578336,Electronics,7.5,1
2021-01-04,TRX_379215,Electronics,1.63,1
2021-01-04,TRX_373349,Sports,0.96,1
2021-01-04,TRX_687275,Home & Garden,14.8,1
2021-01-04,TRX_678688,Clothing,7.8,1
2021-01-04,TRX_939188,Home & Garden,6.53,1
2021-01-04,TRX_133691,Sports,14.86,1
2021-01-04,TRX_632726,Electronics,16.49,1
2021-01-04,TRX_155426,Clothing,1.97,1
2021-01-04,TRX_621121,Electronics,10.71,1
2021-01-04,TRX_395138,Electronics,1.65,1
2021-01-04,TRX_195665,Electronics,15.82,1
2021-01-05,TRX_198696,Toys,49.3,1
2021-01-05,TRX_241521,Home & Garden,25.78,1
2021-01-05,TRX_909178,Home & Garden,11.74,1
2021-01-05,TRX_246295,Clothing,4.2,1
2021-01-05,TRX_186516,Clothing,3.27,1
2021-01-05,TRX_564894,Electronics,19.05,1
2021-01-05,TRX_239544,Clothing,23.59,2
2021-01-05,TRX_868613,Electronics,8.3,1
2021-01-05,TRX_615693,Sports,3.12,1
2021-01-05,TRX_552891,Electronics,1.33,1
2021-01-05,TRX_565982,Home & Garden,1.02,1
2021-01-05,TRX_981272,Electronics,14.14,1
2021-01-05,TRX_235565,Electronics,6.07,1
2021-01-05,TRX_524871,Electronics,26.25,2
2021-01-05,TRX_237888,Clothing,14.98,1
2021-01-05,TRX_195028,Electronics,2.36,1
2021-01-05,TRX_225149,Home & Garden,10.59,1
2021-01-05,TRX_281211,Sports,6.37,1
2021-01-05,TRX_976141,Clothing,9.59,1
2021-01-05,TRX_957342,Electronics,14.92,1
2021-01-05,TRX_721424,Electronics,18.27,1
2021-01-05,TRX_952746,Sports,20.67,1
2021-01-05,TRX_982430,Home & Garden,3.26,1
2021-01-05,TRX_144900,Home & Garden,0.35,1
2021-01-05,TRX_560796,Clothing,14.97,1
2021-01-05,TRX_715458,Toys,1.25,1
2021-01-05,TRX_582604,Home & Garden,4.21,1
2021-01-05,TRX_237653,Clothing,0.04,1
2021-01-05,TRX_601608,Clothing,12.74,1
2021-01-05,TRX_837685,Home & Garden,2.04,1
2021-01-05,TRX_720307,Toys,11.86,1
2021-01-05,TRX_773590,Clothing,53.41,3
2021-01-05,TRX_655083,Clothing,0.84,1
2021-01-05,TRX_493409,Electronics,0.89,1
2021-01-05,TRX_949256,Clothing,4.63,1
2021-01-05,TRX_664485,Sports,22.41,2
2021-01-05,TRX_448939,Home & Garden,2.7,1
2021-01-05,TRX_474226,Electronics,4.98,1
2021-01-05,TRX_306940,Clothing,0.79,1
2021-01-05,TRX_173869,Home & Garden,16.04,1
2021-01-05,TRX_982487,Home & Garden,5.84,1
2021-01-05,TRX_667344,Electronics,15.85,1
2021-01-05,TRX_530634,Toys,26.05,1
2021-01-05,TRX_982470,Toys,2.95,1
2021-01-06,TRX_313981,Toys,43.03,1
2021-01-06,TRX_853298,Home & Garden,8.11,1
2021-01-06,TRX_850704,Electronics,1.46,1
2021-01-06,TRX_250158,Home & Garden,15.39,1
2021-01-06,TRX_529852,Home & Garden,1.94,1
2021-01-06,TRX_765418,Home & Garden,6.79,1
2021-01-06,TRX_956626,Sports,11.35,1
2021-01-06,TRX_801979,Electronics,33.23,1
2021-01-06,TRX_162068,Sports,10.91,1
2021-01-06,TRX_237103,Sports,19.42,1
2021-01-06,TRX_349768,Clothing,79.12,3
2021-01-06,TRX_789984,Electronics,2.26,1
2021-01-06,TRX_961396,Toys,5.15,1
2021-01-06,TRX_336440,Home & Garden,8.04,1
2021-01-06,TRX_724411,Clothing,8.78,1
2021-01-06,TRX_483395,Home & Garden,8.49,1
2021-01-06,TRX_792148,Sports,38.18,1
2021-01-06,TRX_979979,Toys,20.07,1
2021-01-06,TRX_703291,Home & Garden,15.01,1
2021-01-06,TRX_182279,Sports,5.93,1
2021-01-06,TRX_870042,Home & Garden,27.83,1
2021-01-06,TRX_841280,Clothing,49.73,1
2021-01-06,TRX_533819,Clothing,27.59,1
2021-01-06,TRX_978135,Toys,0.03,1
2021-01-06,TRX_826802,Electronics,16.22,1
2021-01-06,TRX_888443,Electronics,0.84,1
2021-01-06,TRX_980765,Home & Garden,4.77,1
2021-01-06,TRX_384996,Clothing,0.98,1
2021-01-06,TRX_715863,Sports,14.84,1
2021-01-06,TRX_279587,Electronics,18.6,1
2021-01-06,TRX_928791,Sports,1.95,1
2021-01-07,TRX_250023,Electronics,1.56,1
2021-01-07,TRX_339779,Sports,1.12,1
2021-01-07,TRX_232212,Home & Garden,2.51,1
2021-01-07,TRX_512811,Electronics,27.8,1
2021-01-07,TRX_126086,Electronics,5.72,1
2021-01-07,TRX_670387,Clothing,5.38,1
2021-01-07,TRX_638181,Electronics,4.02,1
2021-01-07,TRX_230351,Electronics,1.7,1
2021-01-07,TRX_565918,Clothing,7.16,1
2021-01-07,TRX_521280,Home & Garden,1.49,1
2021-01-07,TRX_282170,Clothing,19.31,1
2021-01-07,TRX_660881,Home & Garden,4.95,1
2021-01-07,TRX_824698,Clothing,5.03,1
2021-01-07,TRX_630430,Home & Garden,6.87,1
2021-01-07,TRX_808770,Electronics,6.28,1
2021-01-07,TRX_968467,Electronics,56.39,1
2021-01-07,TRX_508288,Sports,8.43,1
2021-01-07,TRX_804293,Electronics,0.99,1
2021-01-07,TRX_518734,Home & Garden,9.99,1
2021-01-07,TRX_414063,Toys,1.76,1
2021-01-07,TRX_236917,Home & Garden,0.34,1
2021-01-07,TRX_777673,Home & Garden,37.78,1
2021-01-07,TRX_767304,Electronics,15.89,1
2021-01-07,TRX_841432,Toys,41.91,1
2021-01-07,TRX_372647,Sports,6.95,1
2021-01-07,TRX_616637,Electronics,8.13,1
2021-01-07,TRX_788152,Home & Garden,1.97,1
2021-01-07,TRX_317228,Toys,3.03,1
2021-01-07,TRX_500511,Toys,19.51,1
2021-01-07,TRX_456898,Home & Garden,4.71,1
2021-01-07,TRX_439208,Home & Garden,18.76,1
2021-01-07,TRX_746403,Clothing,13.21,1
2021-01-07,TRX_906242,Clothing,2.09,1
2021-01-07,TRX_685676,Sports,7.58,1
2021-01-07,TRX_259292,Electronics,12.1,1
2021-01-07,TRX_563937,Electronics,2.87,1
2021-01-07,TRX_451977,Electronics,19.0,1
2021-01-07,TRX_860129,Electronics,8.42,1
2021-01-07,TRX_634638,Electronics,1.93,1
2021-01-07,TRX_885858,Toys,9.36,1
2021-01-07,TRX_415261,Electronics,87.29,8
2021-01-07,TRX_123782,Clothing,1.75,1
2021-01-07,TRX_508808,Electronics,18.16,1
2021-01-07,TRX_222258,Clothing,2.49,1
2021-01-07,TRX_606581,Electronics,16.32,1
2021-01-07,TRX_662621,Clothing,14.19,1
2021-01-07,TRX_649523,Home & Garden,3.82,1
2021-01-07,TRX_467003,Electronics,4.22,1
2021-01-07,TRX_852462,Home & Garden,16.83,1
2021-01-07,TRX_330604,Sports,6.62,1
2021-01-07,TRX_436907,Clothing,14.04,1
2021-01-08,TRX_102257,Home & Garden,0.66,1
2021-01-08,TRX_836129,Electronics,16.29,1
2021-01-08,TRX_588906,Home & Garden,4.51,1
2021-01-08,TRX_520963,Home & Garden,0.0,1
2021-01-08,TRX_681793,Clothing,8.44,1
2021-01-08,TRX_409521,Home & Garden,0.57,1
2021-01-08,TRX_944715,Clothing,3.81,1
2021-01-08,TRX_416480,Sports,14.48,1
2021-01-08,TRX_573314,Home & Garden,0.76,1
2021-01-08,TRX_241365,Clothing,21.57,1
2021-01-08,TRX_233172,Home & Garden,0.05,1
2021-01-08,TRX_873221,Clothing,3.34,1
2021-01-08,TRX_532995,Sports,15.93,1
2021-01-08,TRX_600098,Clothing,4.48,1
2021-01-08,TRX_791381,Electronics,1.27,1
2021-01-08,TRX_983096,Sports,5.27,1
2021-01-08,TRX_323461,Toys,3.72,1
2021-01-08,TRX_799151,Toys,21.82,1
2021-01-08,TRX_889177,Sports,4.43,1
2021-01-08,TRX_695642,Clothing,18.35,1
2021-01-08,TRX_523332,Electronics,26.24,2
2021-01-08,TRX_511124,Clothing,6.71,1
2021-01-08,TRX_610470,Clothing,28.4,1
2021-01-08,TRX_670895,Home & Garden,5.59,1
2021-01-08,TRX_281196,Sports,39.24,1
2021-01-08,TRX_776296,Clothing,1.1,1
2021-01-08,TRX_914038,Toys,13.7,1
2021-01-08,TRX_340853,Electronics,8.03,1
2021-01-08,TRX_849468,Electronics,5.79,1
2021-01-08,TRX_917563,Clothing,11.82,1
2021-01-08,TRX_149067,Electronics,14.36,1
2021-01-08,TRX_518184,Electronics,0.05,1
2021-01-08,TRX_436851,Clothing,2.15,1
2021-01-08,TRX_811195,Toys,14.73,1
2021-01-08,TRX_277241,Electronics,12.95,1
2021-01-08,TRX_526009,Toys,39.91,1
2021-01-08,TRX_590834,Electronics,16.89,1
2021-01-08,TRX_834275,Clothing,35.52,1
2021-01-08,TRX_698506,Toys,14.3,1
2021-01-08,TRX_881413,Electronics,4.17,1
2021-01-08,TRX_118990,Electronics,1.31,1
2021-01-08,TRX_766393,Electronics,17.96,1
2021-01-08,TRX_368083,Electronics,12.19,1
2021-01-08,TRX_593216,Sports,0.58,1
2021-01-08,TRX_933550,Clothing,5.27,1
2021-01-08,TRX_752845,Electronics,37.06,1
2021-01-08,TRX_446709,Toys,8.19,1
2021-01-08,TRX_667597,Clothing,6.69,1
2021-01-08,TRX_924837,Clothing,7.22,1
2021-01-08,TRX_848778,Home & Garden,2.76,1
2021-01-08,TRX_565226,Toys,5.43,1
2021-01-08,TRX_245051,Home & Garden,5.45,1
2021-01-08,TRX_375011,Sports,0.63,1
2021-01-09,TRX_861282,Sports,19.19,1
2021-01-09,TRX_168323,Electronics,61.26,2
2021-01-09,TRX_518458,Sports,13.0,1
2021-01-09,TRX_207096,Toys,4.64,1
2021-01-09,TRX_633459,Electronics,8.86,1
2021-01-09,TRX_468226,Sports,13.89,1
2021-01-09,TRX_905581,Home & Garden,1.17,1
2021-01-09,TRX_498172,Home & Garden,15.02,1
2021-01-09,TRX_688099,Toys,61.29,1
2021-01-09,TRX_780089,Sports,3.25,1
2021-01-09,TRX_523177,Toys,24.27,1
2021-01-09,TRX_867876,Electronics,36.79,2
2021-01-09,TRX_405505,Home & Garden,44.38,2
2021-01-09,TRX_440676,Home & Garden,49.71,1
2021-01-09,TRX_149812,Clothing,11.37,1
2021-01-09,TRX_208946,Electronics,58.4,2
2021-01-09,TRX_929430,Sports,21.84,1
2021-01-09,TRX_161844,Toys,2.72,1
2021-01-09,TRX_410001,Electronics,10.0,1
2021-01-09,TRX_532680,Electronics,19.55,1
2021-01-09,TRX_507085,Electronics,4.38,1
2021-01-09,TRX_786915,Electronics,15.79,1
2021-01-09,TRX_278048,Clothing,16.94,1
2021-01-09,TRX_669383,Electronics,2.74,1
2021-01-09,TRX_644279,Clothing,12.84,1
2021-01-09,TRX_247745,Sports,22.78,1
2021-01-09,TRX_107415,Electronics,10.66,1
2021-01-09,TRX_878493,Clothing,0.19,1
2021-01-09,TRX_525468,Clothing,0.14,1
2021-01-09,TRX_920580,Home & Garden,6.81,1
2021-01-09,TRX_998662,Clothing,40.21,1
2021-01-09,TRX_924834,Sports,4.01,1
2021-01-09,TRX_962147,Sports,15.52,1
2021-01-09,TRX_982174,Home & Garden,3.87,1
2021-01-09,TRX_253484,Clothing,5.99,1
2021-01-09,TRX_528733,Toys,29.07,1
2021-01-09,TRX_951890,Electronics,20.13,1
2021-01-09,TRX_463898,Sports,1.55,1
2021-01-09,TRX_226479,Toys,8.64,1
2021-01-09,TRX_364852,Electronics,0.46,1
2021-01-10,TRX_715937,Sports,0.28,1
2021-01-10,TRX_317060,Electronics,4.2,1
2021-01-10,TRX_505105,Toys,9.77,1
2021-01-10,TRX_932721,Electronics,4.2,1
2021-01-10,TRX_730752,Clothing,13.26,1
2021-01-10,TRX_684010,Electronics,8.81,1
2021-01-10,TRX_872997,Clothing,6.01,1
2021-01-10,TRX_254692,Electronics,39.92,1
2021-01-10,TRX_588765,Electronics,13.4,1
2021-01-10,TRX_317813,Clothing,1.86,1
2021-01-10,TRX_708814,Clothing,11.0,1
2021-01-10,TRX_932595,Home & Garden,20.33,1
2021-01-10,TRX_175277,Toys,16.51,1
2021-01-10,TRX_222332,Electronics,2.53,1
2021-01-10,TRX_942065,Sports,48.1,1
2021-01-10,TRX_125991,Electronics,7.98,1
2021-01-10,TRX_810672,Electronics,2.32,1
2021-01-10,TRX_949307,Clothing,2.66,1
2021-01-10,TRX_996473,Home & Garden,1.39,1
2021-01-10,TRX_843088,Clothing,21.8,1
2021-01-10,TRX_145833,Clothing,1.74,1
2021-01-10,TRX_466081,Electronics,1.79,1
2021-01-10,TRX_235189,Electronics,25.46,1
2021-01-10,TRX_719164,Sports,5.66,1
2021-01-10,TRX_954568,Electronics,0.42,1
2021-01-10,TRX_588019,Electronics,0.71,1
2021-01-10,TRX_230356,Electronics,2.05,1
2021-01-10,TRX_789870,Home & Garden,3.22,1
2021-01-10,TRX_877567,Home & Garden,14.66,1
2021-01-10,TRX_530179,Electronics,2.29,1
2021-01-10,TRX_140387,Sports,1.7,1
2021-01-10,TRX_286633,Home & Garden,19.39,1
2021-01-10,TRX_496210,Sports,14.9,1
2021-01-10,TRX_888245,Home & Garden,7.66,1
2021-01-10,TRX_941708,Clothing,10.68,1
2021-01-10,TRX_797411,Sports,5.01,1
2021-01-10,TRX_952050,Sports,8.83,1
2021-01-10,TRX_967564,Home & Garden,9.47,1
2021-01-10,TRX_393125,Sports,6.56,1
2021-01-10,TRX_182289,Home & Garden,31.76,1
2021-01-10,TRX_806291,Home & Garden,0.22,1
2021-01-10,TRX_886331,Sports,20.42,1
2021-01-10,TRX_233498,Home & Garden,1.78,1
2021-01-10,TRX_523159,Electronics,21.4,1
2021-01-10,TRX_191176,Electronics,12.82,1
2021-01-10,TRX_456007,Home & Garden,24.83,1
2021-01-10,TRX_949375,Sports,1.37,1
2021-01-10,TRX_160128,Electronics,10.97,1
2021-01-10,TRX_105039,Sports,9.32,1
2021-01-10,TRX_389730,Electronics,16.41,1
2021-01-10,TRX_429231,Electronics,10.24,1
2021-01-10,TRX_585001,Sports,10.42,1
2021-01-10,TRX_498499,Sports,7.52,1
2021-01-10,TRX_472397,Clothing,4.95,1
2021-01-10,TRX_887446,Home & Garden,8.82,1
2021-01-10,TRX_526674,Toys,1.69,1
2021-01-10,TRX_798876,Home & Garden,43.64,1
2021-01-10,TRX_334864,Sports,16.79,1
2021-01-10,TRX_979140,Home & Garden,40.81,1
2021-01-10,TRX_987553,Home & Garden,3.44,1
2021-01-10,TRX_695131,Toys,28.33,1
2021-01-10,TRX_587025,Home & Garden,22.16,1
2021-01-10,TRX_278267,Clothing,15.15,1
2021-01-10,TRX_897183,Clothing,13.14,1
2021-01-11,TRX_622710,Clothing,4.46,1
2021-01-11,TRX_389662,Home & Garden,8.7,1
2021-01-11,TRX_363844,Clothing,0.72,1
2021-01-11,TRX_263187,Electronics,8.41,1
2021-01-11,TRX_105520,Home & Garden,32.61,1
2021-01-11,TRX_747652,Home & Garden,1.39,1
2021-01-11,TRX_571797,Electronics,18.0,1
2021-01-11,TRX_403602,Electronics,6.56,1
2021-01-11,TRX_619163,Home & Garden,13.26,1
2021-01-11,TRX_472251,Clothing,3.75,1
2021-01-11,TRX_431310,Clothing,2.16,1
2021-01-11,TRX_407086,Home & Garden,2.18,1
2021-01-11,TRX_798730,Home & Garden,0.91,1
2021-01-11,TRX_660608,Clothing,2.56,1
2021-01-11,TRX_858761,Electronics,13.59,1
2021-01-11,TRX_498834,Clothing,26.58,1
2021-01-11,TRX_825084,Clothing,20.95,1
2021-01-11,TRX_826448,Clothing,14.39,1
2021-01-11,TRX_661446,Electronics,1.46,1
2021-01-11,TRX_947942,Electronics,4.25,1
2021-01-11,TRX_902242,Electronics,4.62,1
2021-01-11,TRX_453076,Toys,3.58,1
2021-01-11,TRX_663370,Electronics,9.01,1
2021-01-11,TRX_664430,Sports,9.55,1
2021-01-11,TRX_278969,Electronics,5.5,1
2021-01-11,TRX_336187,Home & Garden,5.44,1
2021-01-11,TRX_526488,Sports,21.96,1
2021-01-11,TRX_912395,Clothing,19.39,1
2021-01-11,TRX_625005,Clothing,4.58,1
2021-01-11,TRX_218696,Sports,30.52,1
2021-01-11,TRX_169300,Clothing,38.03,1
2021-01-11,TRX_647473,Sports,4.93,1
2021-01-11,TRX_439679,Electronics,5.45,1
2021-01-11,TRX_455054,Clothing,8.77,1
2021-01-11,TRX_780667,Clothing,35.27,1
2021-01-11,TRX_268017,Clothing,26.03,1
2021-01-11,TRX_626670,Electronics,1.35,1
2021-01-11,TRX_585097,Clothing,6.21,1
2021-01-11,TRX_867669,Home & Garden,10.04,1
2021-01-11,TRX_492118,Clothing,8.71,1
2021-01-11,TRX_450067,Electronics,2.68,1
2021-01-11,TRX_483071,Electronics,24.38,1
2021-01-11,TRX_371421,Toys,14.07,1
2021-01-11,TRX_756030,Toys,22.66,1
2021-01-12,TRX_545093,Home & Garden,18.48,1
2021-01-12,TRX_787069,Electronics,11.13,1
2021-01-12,TRX_361497,Electronics,19.35,1
2021-01-12,TRX_258598,Electronics,17.7,1
2021-01-12,TRX_592750,Toys,20.63,1
2021-01-12,TRX_474743,Electronics,9.27,1
2021-01-12,TRX_886635,Electronics,1.92,1
2021-01-12,TRX_628036,Electronics,14.13,1
2021-01-12,TRX_251956,Sports,12.31,1
2021-01-12,TRX_774619,Electronics,17.22,1
2021-01-12,TRX_225829,Clothing,2.36,1
2021-01-12,TRX_275607,Clothing,2.75,1
2021-01-12,TRX_374535,Home & Garden,28.08,2
2021-01-12,TRX_967591,Electronics,17.61,1
2021-01-12,TRX_603551,Sports,30.34,1
2021-01-12,TRX_175403,Clothing,18.06,1
2021-01-12,TRX_204927,Home & Garden,11.55,1
2021-01-12,TRX_123386,Electronics,13.49,1
2021-01-12,TRX_352156,Clothing,27.94,1
2021-01-12,TRX_569450,Clothing,10.98,1
2021-01-12,TRX_179818,Electronics,12.71,1
2021-01-12,TRX_893076,Electronics,2.16,1
2021-01-12,TRX_929901,Sports,8.16,1
2021-01-12,TRX_607235,Electronics,16.01,1
2021-01-12,TRX_707466,Electronics,4.01,1
2021-01-12,TRX_186724,Sports,2.87,1
